comment,xgboost,mat,ggsatd,voting_label,annotator1_label,annotator2_label,annotator3_label,label
// TODO: Muted on windows until resolved: https://github.com/elastic/elasticsearch/issues/78318,1,1,1,1,-1,-1,-1,-1
// TODO: NaN/Inf/overflow/...,1,1,0,1,-1,-1,-1,-1
// TODO: No production code usage,1,1,1,1,-1,-1,-1,-1
"// TODO: Now that numeric sort uses indexed points to skip over non-competitive documents,",1,1,1,1,-1,-1,-1,-1
// TODO: On 9.0 this will be true because all compatible versions with contain the variable header int,1,1,1,1,-1,-1,-1,-1
"// TODO: Once Java has a factory for those in java.lang.invoke.MethodHandles, use it:",1,1,1,1,-1,-1,-1,-1
// TODO: Only visible for testing. Perhaps move StubbableTransport from,1,1,1,1,-1,-1,-1,-1
// TODO: Read translog forward in 9.0+,1,1,1,1,-1,-1,-1,-1
"// TODO: Remove null usage here, by using a different aggregator for create",1,1,1,1,-1,-1,-1,-1
// TODO: Remove sync_id in 9.0,1,1,1,1,-1,-1,-1,-1
// TODO: Remove this class when https://github.com/elastic/elasticsearch/issues/32981 is addressed.,1,1,1,1,-1,-1,-1,-1
// TODO: Remove this constructor,1,1,1,1,-1,-1,-1,-1
// TODO: Remove this escape hatch in 8.x,1,1,1,1,-1,-1,-1,-1
// TODO: Remove this if block once: https://github.com/elastic/elasticsearch/pull/80160 is merged,1,1,1,1,-1,-1,-1,-1
// TODO: Remove this once fixed in the AWS SDK,1,1,1,1,-1,-1,-1,-1
// TODO: Remove this parameter once the BulkMonitoring endpoint has been removed,1,1,1,1,-1,-1,-1,-1
// TODO: Remove this timeout increase once this test suite is broken up,1,1,1,1,-1,-1,-1,-1
// TODO: Remove this transition in 9.0,1,1,1,1,-1,-1,-1,-1
"// TODO: Rename to ""defer_data_validation"" or similar to emphasize that not all validation is deferred",1,1,1,1,-1,-1,-1,-1
// TODO: Rename to AuthenticationMethod,1,1,1,1,-1,-1,-1,-1
// TODO: Replace with proper setting,1,1,1,1,-1,-1,-1,-1
"// TODO: Script tests, should fail with defaultValuesSourceType disabled.",1,1,1,1,-1,-1,-1,-1
// TODO: See if we can get precise result reporting.,1,1,1,1,-1,-1,-1,-1
"// TODO: ShapeField contains binary, perhaps we can decode the x/y from that",1,1,1,1,-1,-1,-1,-1
// TODO: Should index creation not be throttled for primary shards?,1,1,1,1,-1,-1,-1,-1
// TODO: Should it expose a count (current approach) or return null when there are no more values?,1,1,1,1,-1,-1,-1,-1
// TODO: Should we allow parallelism across repositories here maybe?,1,1,1,1,-1,-1,-1,-1
// TODO: Should we rather pass roundUp=true?,1,1,1,1,-1,-1,-1,-1
// TODO: Simplify cursor handling,1,1,1,1,-1,-1,-1,-1
// TODO: Stop depending on nulls here,1,1,1,1,-1,-1,-1,-1
// TODO: Stop expecting nulls here,1,1,1,1,-1,-1,-1,-1
// TODO: Stop using null here,1,1,1,1,-1,-1,-1,-1
// TODO: Stop using nulls here,1,1,1,1,-1,-1,-1,-1
// TODO: Support distance and bounding box queries on Cartesian data,1,1,1,1,-1,-1,-1,-1
"// TODO: Support for exclusive ranges, pending resolution of #40601",1,1,1,1,-1,-1,-1,-1
// TODO: TextBytesOptimization we can use a buffer here to convert it? maybe add a,1,1,1,1,-1,-1,-1,-1
// TODO: The only implementations of this class use SAME which means the execution will not be,1,1,1,1,-1,-1,-1,-1
// TODO: There must be a better option than this.,1,1,1,1,-1,-1,-1,-1
// TODO: There should be some local timeout. And if the remote cluster returns an unknown session,0,1,1,1,-1,-1,-1,-1
// TODO: Think of a fairer way to do this. Should prev.max = cur.min?,1,1,1,1,-1,-1,-1,-1
"// TODO: This can be moved to IndexNameExpressionResolver too, but this means that we will support wildcards and other expressions",1,1,1,1,-1,-1,-1,-1
// TODO: This class's interface should match that of NodesInfoRequest,1,1,1,1,-1,-1,-1,-1
// TODO: This code retains the existing behaviour which is slightly wrong because,1,1,1,1,-1,-1,-1,-1
// TODO: This is a *temporary* workaround to ensure a timeout does not mask other problems,1,1,1,1,-1,-1,-1,-1
"// TODO: This is nonsense. We allow the value to be null (via constructor), but don't allow it to be set to null. This means",1,1,1,1,-1,-1,-1,-1
// TODO: This rate limiter has some concurrency issues between the two maybePause operations,1,1,1,1,-1,-1,-1,-1
// TODO: This request and its associated transport action can be folded into UpdateRequest which is its only concrete production code,1,1,1,1,-1,-1,-1,-1
// TODO: This way to discover cells inside of a bounding box seems not to work as expected. I can,1,1,1,1,-1,-1,-1,-1
// TODO: Use java.time for the Dates here: x-pack-elasticsearch#829,1,1,1,1,-1,-1,-1,-1
// TODO: Use snapshot multi-delete instead of this loop if all nodes in the cluster support it,1,1,1,1,-1,-1,-1,-1
// TODO: WTF?,1,1,1,1,-1,-1,-1,-1
// TODO: We don't have to remove a cancelled shard from in-sync set once we have a strict resync implementation.,1,1,1,1,-1,-1,-1,-1
"// TODO: We should move these datastructures to IndexNameExpressionResolver, this will give the following benefits:",1,1,1,1,-1,-1,-1,-1
// TODO: add a finish() at least to PushBase? DV too...?,1,1,1,1,-1,-1,-1,-1
// TODO: add assertions this is only read with readSecret,1,1,1,1,-1,-1,-1,-1
// TODO: add cancellation handling here once the task supports it,1,1,1,1,-1,-1,-1,-1
// TODO: add more fine grained mem stats values to per segment info here,1,1,1,1,-1,-1,-1,-1
// TODO: add sort test on nodoc field once we have pipes support,1,1,1,1,-1,-1,-1,-1
// TODO: add support for multi-nested doc,1,1,1,1,-1,-1,-1,-1
"// TODO: add zero terms query support, I'm not sure the best way to parse it yet...",1,1,1,1,-1,-1,-1,-1
// TODO: allow publishing multiple addresses,1,1,1,1,-1,-1,-1,-1
// TODO: allow this behavior instead of throwing an exception,1,1,1,1,-1,-1,-1,-1
// TODO: also unfortunately can't have USERNAME in the list as it matches too broadly,1,1,1,1,-1,-1,-1,-1
"// TODO: assertEquals(indexMetaGenerationsExpected, indexMetaGenerationsFound); requires cleanup functionality for",1,1,1,1,-1,-1,-1,-1
"// TODO: based on index.max_terms_count, however this is per index, which we don't have access to here,",1,1,1,1,-1,-1,-1,-1
// TODO: be and g and both based on the bose-einstein model.,1,1,1,1,-1,-1,-1,-1
// TODO: be resilient to this check failing and try next path?,1,1,1,1,-1,-1,-1,-1
// TODO: beef this up for Security/SSL,1,1,1,1,-1,-1,-1,-1
"// TODO: better API would be ""jump straight to term=N""???",1,1,1,1,-1,-1,-1,-1
"// TODO: binary search when all terms have the same length, which is common for ID fields,",1,1,1,1,-1,-1,-1,-1
// TODO: break down ram usage?,1,1,1,1,-1,-1,-1,-1
// TODO: break this into WritableFST and ReadOnlyFST.. then,1,1,1,1,-1,-1,-1,-1
"// TODO: byte,short,char",1,1,0,1,-1,-1,-1,-1
// TODO: can the Percentiles extractor be removed?,1,1,1,1,-1,-1,-1,-1
// TODO: can the Range extractor be removed?,1,1,1,1,-1,-1,-1,-1
// TODO: can we avoid having an exception here?,1,1,1,1,-1,-1,-1,-1
// TODO: can we do this cleaner???,1,1,1,1,-1,-1,-1,-1
// TODO: can we handle missing bucket when using index sort optimization ?,1,1,1,1,-1,-1,-1,-1
// TODO: can we move this to the .env package and make it package-private?,1,1,1,1,-1,-1,-1,-1
// TODO: can we remove this leniency yet??,1,1,1,1,-1,-1,-1,-1
// TODO: can we remove this? Is resending shard failures the responsibility of shardStateAction?,1,1,1,1,-1,-1,-1,-1
// TODO: can we share more code with the non-test side here,1,1,1,1,-1,-1,-1,-1
// TODO: can we share this with the frame in STE?,1,1,1,1,-1,-1,-1,-1
// TODO: can we test this better? this is a port of the ExpressionsTests method.,1,1,1,1,-1,-1,-1,-1
// TODO: can we use just ByteArrayDataInput...?  need to,1,1,1,1,-1,-1,-1,-1
// TODO: can we use one instance of the script for all buckets? it should be stateless?,1,1,1,1,-1,-1,-1,-1
// TODO: can't assert this because we call from readFirstArc,1,1,1,1,-1,-1,-1,-1
// TODO: cancel and jump to better available allocations?,1,1,1,1,-1,-1,-1,-1
// TODO: change caller logic in RoutingNodes so that this check can go away,1,1,1,1,-1,-1,-1,-1
// TODO: change order when delete index api also updates the data stream the index to be removed is member of,1,1,1,1,-1,-1,-1,-1
"// TODO: change this to minimumCompatibilityVersion(), but first need to remove released/unreleased",1,1,1,1,-1,-1,-1,-1
// TODO: change to String[],1,1,1,1,-1,-1,-1,-1
// TODO: change version to V_6_6_0 after backporting:,1,1,1,1,-1,-1,-1,-1
// TODO: check if we can go to green by starting all shards and finishing all iterations,1,1,1,1,-1,-1,-1,-1
// TODO: check primary == null || primary.active() after all tests properly add ReplicaAfterPrimaryActiveAllocationDecider,1,1,1,1,-1,-1,-1,-1
// TODO: check that object did not change when stream is reopened (e.g. based on etag),1,1,1,1,-1,-1,-1,-1
"// TODO: check why we need a loop, can't we just use received.addAndGet(candidates.size())",1,1,1,1,-1,-1,-1,-1
// TODO: clean up this library to not ask for write access to all system properties!,1,1,1,1,-1,-1,-1,-1
// TODO: consider a hll sparse structure,1,1,1,1,-1,-1,-1,-1
// TODO: consider a lower bound for usecases where you want to transform on a window of a stream,1,1,1,1,-1,-1,-1,-1
"// TODO: consider adding another field here for inference cache hits, but mindful of the naming collision",1,1,1,1,-1,-1,-1,-1
// TODO: consider adding debugging information (a message about why not?),1,1,1,1,-1,-1,-1,-1
// TODO: consider adding more fine-grained status rather than true/false,1,1,1,1,-1,-1,-1,-1
// TODO: consider moving this to the ClusterModule,1,1,1,1,-1,-1,-1,-1
// TODO: consider setting this back to true now that the transport client is gone,1,1,1,1,-1,-1,-1,-1
"// TODO: consider using InlineByteBuddyMockMaker, but this requires using a java agent for instrumentation",1,1,1,1,-1,-1,-1,-1
// TODO: consolidate logging initialization for tests so it all occurs in logconfigurator,1,1,1,1,-1,-1,-1,-1
// TODO: could we somehow [partially] tableize arc lookups,1,1,1,1,-1,-1,-1,-1
// TODO: could we somehow stream an FST to disk while we,1,1,1,1,-1,-1,-1,-1
// TODO: could we use an allocation strategy?,1,1,1,1,-1,-1,-1,-1
"// TODO: ctx should have its members extracted into execute parameters, but it needs to be a member bwc access in params",1,1,1,1,-1,-1,-1,-1
"// TODO: ctx should have its members extracted into execute parameters, but it needs to be a member for bwc access in params",1,1,1,1,-1,-1,-1,-1
// TODO: currently only considering anomaly detection jobs - could extend in the future,1,1,1,1,-1,-1,-1,-1
// TODO: currently we load up the suggester for reporting its size,1,1,1,1,-1,-1,-1,-1
// TODO: cut over all tests to bind to ephemeral ports,1,1,1,1,-1,-1,-1,-1
// TODO: cutover to bulk int codec... simple64?,1,1,0,1,-1,-1,-1,-1
// TODO: decide on one set of naming for between/scaledBetween and remove others,1,1,1,1,-1,-1,-1,-1
"// TODO: delete this test if we ever allow users to revert a job to no model snapshot, e.g. to recover from data loss",1,1,1,1,-1,-1,-1,-1
// TODO: deprecate and remove this field in favor of initialConnectionTimeout field that is of type TimeValue.,1,1,1,1,-1,-1,-1,-1
"// TODO: deprecate and remove, this is a noop token filter; it's here for backwards compat before we had ""smartcn_tokenizer""",1,1,1,1,-1,-1,-1,-1
"// TODO: deprecate and remove, this is an alias to ""smartcn_tokenizer""; it's here for backwards compat",1,1,1,1,-1,-1,-1,-1
// TODO: deprecate one of these styles (returning a map or returning an opaque value below),1,1,1,1,-1,-1,-1,-1
// TODO: deprecate this so we don't need to carry around a useless null in the wire format,1,1,1,1,-1,-1,-1,-1
"// TODO: disable this assertion for now, due to random runs with mock plugins. perhaps run without mock plugins?",1,1,1,1,-1,-1,-1,-1
// TODO: do a quick check and only resolve if necessary??,1,1,1,1,-1,-1,-1,-1
// TODO: do this without copying the bytes from tmp by calling writeBytes and just use the pages in tmp directly through,1,1,1,1,-1,-1,-1,-1
// TODO: do we need handling of delayed allocation for leaving replicas here?,1,1,1,1,-1,-1,-1,-1
// TODO: do we need minNodeVersion here since it is for remote cluster,1,1,1,1,-1,-1,-1,-1
// TODO: do we need to check the security manager here?,1,1,1,1,-1,-1,-1,-1
// TODO: do we need to report zeros?,1,1,1,1,-1,-1,-1,-1
// TODO: do we really need to store all this stuff? some if it might not speed up anything.,1,1,1,1,-1,-1,-1,-1
// TODO: document and/or error if params contains _score?,1,1,1,1,-1,-1,-1,-1
// TODO: does this also happen if the .ml-config index exists but is unavailable?,1,1,1,1,-1,-1,-1,-1
// TODO: does this make sense? Unlike with the store we could evict the cache concurrently and wait for nothing?,1,1,1,1,-1,-1,-1,-1
// TODO: dry up duplication across this suite and org.elasticsearch.snapshots.GetSnapshotsIT more,1,1,1,1,-1,-1,-1,-1
// TODO: ensure empty/no PARAMETERS if parameterTypes.length == 0?,1,1,1,1,-1,-1,-1,-1
// TODO: expose docs stats for replicated closed indices,1,1,1,1,-1,-1,-1,-1
// TODO: extract to standalone helper method,1,1,1,1,-1,-1,-1,-1
"// TODO: fail if pattern contains a newline, it won't work (currently)",1,1,1,1,-1,-1,-1,-1
"// TODO: fail shard? This will otherwise have the local / global checkpoint info lagging, or possibly have replicas",1,1,1,1,-1,-1,-1,-1
"// TODO: fake errors, check password from terminal, allow tests to make elasticsearch.yml change",1,1,1,1,-1,-1,-1,-1
"// TODO: feels hacky, a block disables state persistence, and then we clean the allocated shards, maybe another flag in blocks?",1,1,1,1,-1,-1,-1,-1
// TODO: figure out why GCE is so bad like this,1,1,1,1,-1,-1,-1,-1
// TODO: fix,1,1,1,1,-1,-1,-1,-1
// TODO: fix gradle to add all security resources (plugin metadata) to test classpath,1,1,1,1,-1,-1,-1,-1
// TODO: fix in Lucene,1,1,1,1,-1,-1,-1,-1
// TODO: fix test to allow extras,1,1,1,1,-1,-1,-1,-1
// TODO: fix test to work with ExtrasFS,1,1,1,1,-1,-1,-1,-1
// TODO: fix that,1,1,1,1,-1,-1,-1,-1
// TODO: fix this to so it's actually overrideable,1,1,1,1,-1,-1,-1,-1
// TODO: fix usages of IT tests depending on Tests methods so this extension is not necessary,1,1,1,1,-1,-1,-1,-1
// TODO: follow the directions in the Javadoc for this method,1,1,1,1,-1,-1,-1,-1
// TODO: for better perf (but more RAM used) we,1,1,1,1,-1,-1,-1,-1
// TODO: for systems like Windows without true p-write/read support we should split this up into multiple channels since positional,1,1,1,1,-1,-1,-1,-1
"// TODO: for the above example, remove the binding for BarImpl if the binding for FooImpl fails",1,1,1,1,-1,-1,-1,-1
// TODO: get this fixed,1,1,1,1,-1,-1,-1,-1
// TODO: go masterless?,1,1,0,1,-1,-1,-1,-1
// TODO: handle this cleaner?,1,1,1,1,-1,-1,-1,-1
"// TODO: heap based and wasteful, this should instead use some lucene magic",1,1,1,1,-1,-1,-1,-1
"// TODO: heap based and wasteful, this should instead use some lucene magic if possible",1,1,1,1,-1,-1,-1,-1
// TODO: how can we compute this?,1,1,1,1,-1,-1,-1,-1
// TODO: how can we know if the script relies on scores?,1,1,1,1,-1,-1,-1,-1
// TODO: how close to the actual InternalCategorizationAggregation.Bucket class does this have to be to add any value?,1,1,1,1,-1,-1,-1,-1
// TODO: how to do it in the future?,1,1,1,1,-1,-1,-1,-1
// TODO: https://github.com/elastic/elasticsearch/issues/40779,1,1,0,1,-1,-1,-1,-1
// TODO: https://github.com/elastic/elasticsearch/issues/51836,1,1,0,1,-1,-1,-1,-1
// TODO: if FST is pure prefix trie we can do a more compact,1,1,1,1,-1,-1,-1,-1
// TODO: if I create a proxy which implements all the interfaces of,1,1,1,1,-1,-1,-1,-1
// TODO: if buildChangesQuery changes the query it get overwritten,1,1,1,1,-1,-1,-1,-1
// TODO: if docFreq were bulk decoded we could,1,1,1,1,-1,-1,-1,-1
// TODO: if each arc could somehow read the arc just,1,1,1,1,-1,-1,-1,-1
// TODO: if pending.size() is already 1 with a non-zero prefix length,1,1,1,1,-1,-1,-1,-1
"// TODO: if some uses it in a scoring expression, they will get a nasty failure when evaluating...need a",1,1,1,1,-1,-1,-1,-1
// TODO: if suffixes were stored in random-access,1,1,0,1,-1,-1,-1,-1
"// TODO: if the automaton is ""smallish"" we really",1,1,1,1,-1,-1,-1,-1
"// TODO: if this is still too long, truncate and use ellipses",1,1,1,1,-1,-1,-1,-1
